place_id,name,type,subtype,tier,capacity,parent_id
288,cell_E_top_28,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2016
289,cell_E_top_29,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2016
290,cell_F_bottom_1,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
291,cell_F_bottom_2,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
292,cell_F_bottom_3,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
293,cell_F_bottom_4,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
294,cell_F_bottom_5,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
295,cell_F_bottom_6,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
296,cell_F_bottom_7,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
297,cell_F_bottom_8,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
298,cell_F_bottom_9,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
299,cell_F_bottom_10,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
300,cell_F_bottom_11,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
301,cell_F_bottom_12,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
302,cell_F_bottom_13,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
303,cell_F_bottom_14,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
304,cell_F_bottom_15,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
305,cell_F_bottom_16,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
306,cell_F_bottom_17,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
307,cell_F_bottom_18,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
308,cell_F_bottom_19,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
309,cell_F_bottom_20,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
310,cell_F_bottom_21,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
311,cell_F_bottom_22,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
312,cell_F_bottom_23,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
313,cell_F_bottom_24,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
314,cell_F_bottom_25,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
315,cell_F_bottom_26,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
316,cell_F_bottom_27,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
317,cell_F_bottom_28,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
318,cell_F_bottom_29,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2017
319,cell_F_top_1,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
320,cell_F_top_2,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
321,cell_F_top_3,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
322,cell_F_top_4,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
323,cell_F_top_5,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
324,cell_F_top_6,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
325,cell_F_top_7,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
326,cell_F_top_8,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
327,cell_F_top_9,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
328,cell_F_top_10,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
329,cell_F_top_11,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
330,cell_F_top_12,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
331,cell_F_top_13,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
332,cell_F_top_14,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
333,cell_F_top_15,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
334,cell_F_top_16,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
335,cell_F_top_17,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
336,cell_F_top_18,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
337,cell_F_top_19,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
338,cell_F_top_20,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
339,cell_F_top_21,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
340,cell_F_top_22,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
341,cell_F_top_23,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
342,cell_F_top_24,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
343,cell_F_top_25,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
344,cell_F_top_26,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
345,cell_F_top_27,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
346,cell_F_top_28,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
347,cell_F_top_29,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2017
348,cell_G_bottom_1,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
349,cell_G_bottom_2,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
350,cell_G_bottom_3,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
351,cell_G_bottom_4,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
352,cell_G_bottom_5,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
353,cell_G_bottom_6,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
354,cell_G_bottom_7,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
355,cell_G_bottom_8,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
356,cell_G_bottom_9,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
357,cell_G_bottom_10,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
358,cell_G_bottom_11,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
359,cell_G_bottom_12,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
360,cell_G_bottom_13,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
361,cell_G_bottom_14,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
362,cell_G_bottom_15,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
363,cell_G_bottom_16,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
364,cell_G_bottom_17,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
365,cell_G_bottom_18,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
366,cell_G_bottom_19,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
367,cell_G_bottom_20,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
368,cell_G_bottom_21,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
369,cell_G_bottom_22,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
370,cell_G_bottom_23,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
371,cell_G_bottom_24,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
372,cell_G_bottom_25,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
373,cell_G_bottom_26,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
374,cell_G_bottom_27,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
375,cell_G_bottom_28,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
376,cell_G_bottom_29,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2018
377,cell_G_top_1,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
378,cell_G_top_2,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
379,cell_G_top_3,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
380,cell_G_top_4,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
381,cell_G_top_5,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
382,cell_G_top_6,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
383,cell_G_top_7,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
384,cell_G_top_8,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
385,cell_G_top_9,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
386,cell_G_top_10,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
387,cell_G_top_11,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
388,cell_G_top_12,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
389,cell_G_top_13,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
390,cell_G_top_14,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
391,cell_G_top_15,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
392,cell_G_top_16,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
393,cell_G_top_17,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
394,cell_G_top_18,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
395,cell_G_top_19,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
396,cell_G_top_20,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
397,cell_G_top_21,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
398,cell_G_top_22,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
399,cell_G_top_23,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
400,cell_G_top_24,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
401,cell_G_top_25,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
402,cell_G_top_26,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
403,cell_G_top_27,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
404,cell_G_top_28,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
405,cell_G_top_29,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2018
406,cell_H_bottom_1,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
407,cell_H_bottom_2,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
408,cell_H_bottom_3,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
409,cell_H_bottom_4,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
410,cell_H_bottom_5,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
411,cell_H_bottom_6,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
412,cell_H_bottom_7,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
413,cell_H_bottom_8,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
414,cell_H_bottom_9,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
415,cell_H_bottom_10,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
416,cell_H_bottom_11,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
417,cell_H_bottom_12,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
418,cell_H_bottom_13,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
419,cell_H_bottom_14,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
420,cell_H_bottom_15,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
421,cell_H_bottom_16,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
422,cell_H_bottom_17,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
423,cell_H_bottom_18,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
424,cell_H_bottom_19,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
425,cell_H_bottom_20,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
426,cell_H_bottom_21,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
427,cell_H_bottom_22,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
428,cell_H_bottom_23,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
429,cell_H_bottom_24,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
430,cell_H_bottom_25,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
431,cell_H_bottom_26,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
432,cell_H_bottom_27,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
433,cell_H_bottom_28,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
434,cell_H_bottom_29,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2019
435,cell_H_top_1,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
436,cell_H_top_2,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
437,cell_H_top_3,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
438,cell_H_top_4,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
439,cell_H_top_5,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
440,cell_H_top_6,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
441,cell_H_top_7,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
442,cell_H_top_8,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
443,cell_H_top_9,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
444,cell_H_top_10,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
445,cell_H_top_11,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
446,cell_H_top_12,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
447,cell_H_top_13,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
448,cell_H_top_14,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
449,cell_H_top_15,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
450,cell_H_top_16,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
451,cell_H_top_17,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
452,cell_H_top_18,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
453,cell_H_top_19,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
454,cell_H_top_20,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
455,cell_H_top_21,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
456,cell_H_top_22,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
457,cell_H_top_23,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
458,cell_H_top_24,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
459,cell_H_top_25,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
460,cell_H_top_26,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
461,cell_H_top_27,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
462,cell_H_top_28,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
463,cell_H_top_29,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2019
464,cell_I_bottom_1,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
465,cell_I_bottom_2,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
466,cell_I_bottom_3,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
467,cell_I_bottom_4,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
468,cell_I_bottom_5,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
469,cell_I_bottom_6,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
470,cell_I_bottom_7,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
471,cell_I_bottom_8,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
472,cell_I_bottom_9,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
473,cell_I_bottom_10,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
474,cell_I_bottom_11,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
475,cell_I_bottom_12,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
476,cell_I_bottom_13,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
477,cell_I_bottom_14,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
478,cell_I_bottom_15,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
479,cell_I_bottom_16,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
480,cell_I_bottom_17,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
481,cell_I_bottom_18,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
482,cell_I_bottom_19,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
483,cell_I_bottom_20,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
484,cell_I_bottom_21,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
485,cell_I_bottom_22,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
486,cell_I_bottom_23,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
487,cell_I_bottom_24,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
488,cell_I_bottom_25,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
489,cell_I_bottom_26,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
490,cell_I_bottom_27,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
491,cell_I_bottom_28,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
492,cell_I_bottom_29,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2020
493,cell_I_top_1,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
494,cell_I_top_2,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
495,cell_I_top_3,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
496,cell_I_top_4,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
497,cell_I_top_5,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
498,cell_I_top_6,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
499,cell_I_top_7,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
500,cell_I_top_8,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
501,cell_I_top_9,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
502,cell_I_top_10,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
503,cell_I_top_11,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
504,cell_I_top_12,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
505,cell_I_top_13,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
506,cell_I_top_14,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
507,cell_I_top_15,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
508,cell_I_top_16,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
509,cell_I_top_17,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
510,cell_I_top_18,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
511,cell_I_top_19,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
512,cell_I_top_20,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
513,cell_I_top_21,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
514,cell_I_top_22,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
515,cell_I_top_23,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
516,cell_I_top_24,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
517,cell_I_top_25,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
518,cell_I_top_26,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
519,cell_I_top_27,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
520,cell_I_top_28,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
521,cell_I_top_29,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2020
522,cell_J_bottom_1,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
523,cell_J_bottom_2,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
524,cell_J_bottom_3,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
525,cell_J_bottom_4,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
526,cell_J_bottom_5,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
527,cell_J_bottom_6,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
528,cell_J_bottom_7,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
529,cell_J_bottom_8,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
530,cell_J_bottom_9,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
531,cell_J_bottom_10,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
532,cell_J_bottom_11,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
533,cell_J_bottom_12,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
534,cell_J_bottom_13,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
535,cell_J_bottom_14,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
536,cell_J_bottom_15,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
537,cell_J_bottom_16,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
538,cell_J_bottom_17,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
539,cell_J_bottom_18,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
540,cell_J_bottom_19,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
541,cell_J_bottom_20,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
542,cell_J_bottom_21,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
543,cell_J_bottom_22,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
544,cell_J_bottom_23,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
545,cell_J_bottom_24,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
546,cell_J_bottom_25,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
547,cell_J_bottom_26,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
548,cell_J_bottom_27,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
549,cell_J_bottom_28,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
550,cell_J_bottom_29,cell,gp,"{'name': 'bottom', 'cells_per_tier': 29}",2,2021
551,cell_J_top_1,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
552,cell_J_top_2,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
553,cell_J_top_3,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
554,cell_J_top_4,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
555,cell_J_top_5,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
556,cell_J_top_6,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
557,cell_J_top_7,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
558,cell_J_top_8,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
559,cell_J_top_9,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
560,cell_J_top_10,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
561,cell_J_top_11,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
562,cell_J_top_12,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
563,cell_J_top_13,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
564,cell_J_top_14,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
565,cell_J_top_15,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
566,cell_J_top_16,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
567,cell_J_top_17,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
568,cell_J_top_18,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
569,cell_J_top_19,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
570,cell_J_top_20,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
571,cell_J_top_21,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
572,cell_J_top_22,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
573,cell_J_top_23,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
574,cell_J_top_24,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
575,cell_J_top_25,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
576,cell_J_top_26,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
577,cell_J_top_27,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
578,cell_J_top_28,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
579,cell_J_top_29,cell,gp,"{'name': 'top', 'cells_per_tier': 29}",2,2021
580,seg_cell_1,cell,rh,,1,2010
581,seg_cell_2,cell,rh,,1,2010
582,seg_cell_3,cell,rh,,1,2010
583,seg_cell_4,cell,rh,,1,2010
584,seg_cell_5,cell,rh,,1,2010
585,seg_cell_6,cell,rh,,1,2010
586,seg_cell_7,cell,rh,,1,2010
587,seg_cell_8,cell,rh,,1,2010
588,seg_cell_9,cell,rh,,1,2010
589,seg_cell_10,cell,rh,,1,2010
590,seg_cell_11,cell,rh,,1,2010
